scenario,config,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
CrossingScenario,C2,42,83.01188833301421,6001,60.00999999999663,0.26833028647133395,1.7330204914450826,167,0.0,0,0.0,0.0,0
CrossingScenario,C2,43,73.08676662499784,6001,60.00999999999663,0.2675416470516883,1.5561816657874212,225,0.0,0,0.0,0.0,0
CrossingScenario,C2,44,107.00465987500502,6001,60.00999999999663,0.26075529029843714,1.7330204914450826,100,0.0,0,0.0,0.0,0
