config,seed,wall_time_s,rho_orca_fade,n_steps,evacuation_time,mean_speed,max_density_gridstep,agents_exited,trajectory_path,max_rho_voronoi,mean_rho_voronoi,frac_rho_gt_rho0,min_w_o,mean_w_o,frac_w_o_lt_0.9,frac_w_o_lt_0.5
C1,42,50.1502948999987,4.0,6001,inf,0.015786874474526646,2.0866981427604054,0,results_new\gate_activation\trajectories\C1_seed42.parquet,4.519390478145226,2.585918405880255,0.015668330560177482,0.26138527769997943,0.9099860920276072,0.26794231835829174,0.015668330560177482
C4,42,857.4266995999933,4.0,6001,inf,0.035039681063222,2.0866981427604054,0,results_new\gate_activation\trajectories\C4_seed42.parquet,3.871051210565055,2.586869947031061,0.0,0.5641194000696581,0.9129124949741418,0.32681641708264003,0.0
C4_nogate,42,856.748440299998,1000.0,6001,inf,0.035383766871908355,2.0866981427604054,0,results_new\gate_activation\trajectories\C4_nogate_seed42.parquet,3.8690497441649927,2.5870391325808018,0.0,0.565103422143596,0.9128884577246248,0.3264281752634498,0.0
