scenario,config,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
CrossingScenario,C4,42,28.886124500000733,3000,inf,0.5306181515168008,0.6719875374991137,1,0.0,0,0.0,0.0,0
CrossingScenario,C4,43,28.430234800005564,3000,inf,0.5179245375913957,0.6719875374991137,1,0.0,0,0.0,0.0,0
