scenario,config,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
FunnelScenario,D3,42,122.75263490001089,1828,18.280000000000058,0.9711831441399679,1.3793428401297596,56,2.7352297592997723,50,0.0,0.0,0
FunnelScenario,D3,43,118.56170569999085,1985,19.850000000000303,0.9376346569988752,1.3793428401297596,41,2.5188916876573924,50,0.0,0.0,0
