scenario,config,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
BottleneckScenario,C1,42,1.52155550000316,1053,10.52999999999982,0.9879372156343158,0.8841941282883075,12,2.849002849002898,30,0.0,0.0,0
BottleneckScenario,C1,43,1.8812365000048885,1364,13.639999999999754,0.8858396435279976,0.8488263631567752,6,2.19941348973611,30,0.0,0.0,0
