scenario,config,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
FunnelScenario,D1,42,61.65698210000119,1906,19.06000000000018,0.9385505326869866,1.3793428401297596,56,2.623294858342053,50,0.0,0.0,0
FunnelScenario,D1,43,60.29289680000511,1975,19.750000000000288,0.9552828271898512,1.3793428401297596,41,2.5316455696202165,50,0.0,0.0,0
