config,n_agents,rep,density,speed
C4,5,0,0.154320987654321,1.5194326332438894
C4,5,1,0.154320987654321,1.2953748019064124
C4,15,0,0.46296296296296297,1.3738458477551154
C4,15,1,0.46296296296296297,1.2563062678631585
C4,30,0,0.9259259259259259,1.3012596313837301
C4,30,1,0.9259259259259259,1.3319806840564323
