config,n_agents,rep,density,speed
C1,5,0,0.154320987654321,1.5137519948423805
C1,5,1,0.154320987654321,1.2979429142121537
C1,15,0,0.46296296296296297,1.373388272772196
C1,15,1,0.46296296296296297,1.2598889702984897
C1,30,0,0.9259259259259259,1.2996272528380808
C1,30,1,0.9259259259259259,1.3255285704566573
