scenario,config,width,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
BottleneckScenario_rerun,C3,1.8,42,59.084515499998815,2169,21.69000000000059,0.6254470824758314,1.4854461355243564,0,2.3052097740893793,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,43,59.92983559999993,2322,23.22000000000083,0.5989505242884116,1.4500783703928242,0,2.153316106804402,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,44,55.08737029999975,2019,20.190000000000357,0.6453919537801825,1.4500783703928242,0,2.4764735017334876,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,45,57.78055030000178,2202,22.020000000000643,0.6340631811290215,1.4500783703928242,0,2.2706630336057465,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,46,59.94443870000032,2136,21.36000000000054,0.6427799026538333,1.5561816657874212,0,2.3408239700373943,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,47,60.35003930000312,2103,21.030000000000488,0.6344175759339491,1.5561816657874212,0,2.37755587256295,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,48,58.31179440000051,2036,20.360000000000383,0.6533158633471488,1.5208139006558887,0,2.4557956777995607,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,49,58.78226580000046,2094,20.940000000000474,0.6595621210110928,1.4854461355243564,0,2.387774594078265,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,50,66.77589810000063,2145,21.450000000000554,0.6402360097529134,1.5561816657874212,0,2.3310023310022707,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,51,50.675626999996894,1925,19.25000000000021,0.6792950699845425,1.4147106052612919,0,2.597402597402569,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,52,59.08184099999926,2085,20.85000000000046,0.6502088317247176,1.5561816657874212,0,2.3980815347721296,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,53,55.97241020000001,2201,22.01000000000064,0.6325270696621254,1.4854461355243564,0,2.271694684234373,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,54,61.52165479999894,2061,20.610000000000422,0.6491305182173249,1.5208139006558887,0,2.42600679281897,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,55,60.25801429999774,2119,21.190000000000513,0.6328584329463437,1.4854461355243564,0,2.3596035865973946,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,56,56.593920200000866,1983,19.8300000000003,0.6627036163166246,1.5561816657874212,0,2.5214321734744956,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,57,56.67939209999895,1959,19.590000000000263,0.6692198050572616,1.5208139006558887,0,2.552322613578322,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,58,56.70211120000022,2175,21.7500000000006,0.6338454852716003,1.4500783703928242,14,2.29885057471258,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,59,57.349890999998024,1982,19.8200000000003,0.6847621417091604,1.4147106052612919,0,2.522704339051425,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,60,56.93564719999995,1950,19.50000000000025,0.6685577990067708,1.5208139006558887,0,2.5641025641025315,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,61,59.43179890000101,2059,20.59000000000042,0.6491624570181638,1.5561816657874212,0,2.4283632831471094,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,62,60.134214199999406,2057,20.570000000000416,0.6421114198207803,1.5208139006558887,0,2.4307243558579965,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,63,59.15722079999978,2192,21.920000000000627,0.6052222442040205,1.4854461355243564,0,2.2810218978101537,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,64,58.881591400000616,1989,19.89000000000031,0.640049770846098,1.4854461355243564,0,2.513826043237769,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,65,58.44324320000305,2164,21.640000000000583,0.6494972275112343,1.4854461355243564,0,2.31053604436223,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.8,66,60.897910100000445,2144,21.440000000000552,0.62237007884899,1.5208139006558887,0,2.332089552238746,50,0.0,0.0,0
