scenario,config,width,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
BottleneckScenario_rerun,C3,3.6,42,44.379397799999424,1365,13.649999999999753,0.8315281818369965,1.3793428401297596,0,3.663003663003729,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,43,39.574826299998676,1360,13.599999999999755,0.827645172088464,1.3793428401297596,0,3.6764705882353605,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,44,39.251028799997584,1237,12.36999999999978,0.8578208576396622,1.3439750749982273,0,4.042037186742189,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,45,40.744305299998814,1321,13.209999999999763,0.8436735756988936,1.3439750749982273,0,3.785011355034133,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,46,43.43470290000187,1317,13.169999999999764,0.8450648878365552,1.4500783703928242,0,3.7965072133637734,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,47,43.21614419999969,1274,12.739999999999773,0.8355637084135549,1.4500783703928242,0,3.924646781789709,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,48,39.44272009999986,1257,12.569999999999776,0.879044648987165,1.4147106052612919,0,3.9777247414479624,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,49,39.937976699999126,1322,13.219999999999763,0.8484725148455489,1.3439750749982273,0,3.7821482602118683,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,50,40.497799299999315,1306,13.059999999999766,0.880687801869551,1.4500783703928242,0,3.828483920367603,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,51,37.76586099999986,1231,12.309999999999782,0.8922398055880479,1.3793428401297596,0,4.061738424045563,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,52,43.45405699999901,1257,12.569999999999776,0.8751399408288707,1.4500783703928242,0,3.9777247414479624,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,53,42.96977090000291,1259,12.589999999999776,0.8592161310952403,1.4147106052612919,0,3.9714058776807697,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,54,44.37156010000035,1319,13.189999999999763,0.8498021625341945,1.4147106052612919,0,3.7907505686126535,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,55,37.6482657000015,1212,12.119999999999786,0.8799091014666933,1.3439750749982273,0,4.125412541254199,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,56,38.010229499999696,1207,12.069999999999787,0.9195626937474406,1.4500783703928242,0,4.1425020712511085,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,57,38.12094170000273,1093,10.929999999999811,0.947581267757511,1.3793428401297596,0,4.574565416285532,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,58,36.968339600000036,1315,13.149999999999764,0.8809255075710435,1.3439750749982273,0,3.802281368821361,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,59,39.32074359999751,1278,12.779999999999772,0.8783347625676824,1.2732395447351628,0,3.9123630672927145,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,60,44.56482089999918,1187,11.869999999999791,0.887627102385763,1.4854461355243564,0,4.212299915754076,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,61,43.2164225000015,1346,13.459999999999757,0.8510660387691837,1.4147106052612919,0,3.714710252600364,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,62,39.8611430000019,1183,11.829999999999792,0.9224468968582817,1.3793428401297596,0,4.226542688081224,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,63,38.69300800000201,1270,12.699999999999774,0.8529610183823801,1.4147106052612919,0,3.9370078740158183,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,64,40.005901799999265,1272,12.719999999999773,0.8231347685976504,1.3793428401297596,0,3.930817610062963,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,65,38.81608740000229,1260,12.599999999999776,0.8896365556787224,1.3793428401297596,0,3.968253968254039,50,0.0,0.0,0
BottleneckScenario_rerun,C3,3.6,66,39.92252749999898,1307,13.069999999999766,0.8409984710162671,1.4500783703928242,0,3.8255547054323564,50,0.0,0.0,0
