scenario,config,width,seed,wall_time_s,n_steps,evacuation_time,mean_speed,max_density,collision_count,flow_rate,agents_exited,mean_risk,max_risk,time_above_critical
BottleneckScenario_rerun,C3,1.0,42,292.3514682999994,5356,53.55999999999791,0.3489896100862466,1.5915494309189535,0,0.9335324869305816,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,43,329.85107269999935,5475,54.74999999999768,0.3446015363267993,1.6269171960504858,0,0.9132420091324589,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,44,260.15467539999736,4963,49.629999999998695,0.3563178027470239,1.5561816657874212,0,1.0074551682450397,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,45,323.3821250000001,5531,55.309999999997565,0.347301869057677,1.5561816657874212,0,0.9039956608208679,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,46,286.1001481000021,5734,57.33999999999716,0.3418657246989216,1.6269171960504858,0,0.8719916288804059,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,47,282.62770699999965,5373,53.72999999999788,0.3557093947000971,1.5561816657874212,0,0.9305788200260929,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,48,332.7079464000017,5493,54.92999999999764,0.3441189616661647,1.6269171960504858,0,0.9102494083379237,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,49,303.83074510000006,5222,52.21999999999818,0.36259314623263056,1.5915494309189535,0,0.9574875526618488,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,50,321.94929820000107,5083,50.829999999998456,0.3738609846950216,1.5915494309189535,0,0.983671060397433,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,51,258.95628999999826,4800,47.99999999999902,0.3700277021119979,1.5561816657874212,0,1.041666666666688,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,52,276.22965639999893,4519,45.18999999999958,0.3922039534806495,1.6269171960504858,0,1.1064394777605768,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,53,270.4505055000009,5138,51.37999999999835,0.3676006394025422,1.5915494309189535,0,0.9731413001168082,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,54,267.25620179999896,4423,44.22999999999977,0.4002345494645755,1.5915494309189535,0,1.1304544426859657,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,55,298.97041470000113,5621,56.209999999997386,0.34143593764126884,1.5915494309189535,3,0.8895214374666843,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,56,290.9420254999968,5123,51.22999999999838,0.3636339411766781,1.6269171960504858,0,0.9759906304899783,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,57,276.82138629999827,4554,45.53999999999951,0.3902026688375134,1.6269171960504858,0,1.097935880544588,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,58,284.6184605999988,5123,51.22999999999838,0.3621405860702291,1.5561816657874212,3,0.9759906304899783,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,59,289.5819214000003,5425,54.249999999997776,0.3571171686974735,1.5561816657874212,0,0.921658986175153,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,60,295.5228715000012,5170,51.69999999999828,0.3680883824562943,1.6269171960504858,0,0.9671179883946163,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,61,311.3098667000013,5020,50.19999999999858,0.3571962376591272,1.6976527263135504,0,0.9960159362550082,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,62,210.6834521000019,4906,49.05999999999881,0.37123076556554124,1.5915494309189535,0,1.019160211985349,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,63,218.28805430000284,5276,52.75999999999807,0.3488109207442822,1.5915494309189535,0,0.9476876421531809,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,64,204.52445380000063,5081,50.80999999999846,0.36017635766199196,1.5561816657874212,14,0.9840582562487997,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,65,188.06411300000036,5529,55.28999999999757,0.3567157978030106,1.5561816657874212,0,0.9043226623259576,50,0.0,0.0,0
BottleneckScenario_rerun,C3,1.0,66,184.1375653000032,5191,51.90999999999824,0.3594999064758414,1.5915494309189535,0,0.9632055480639895,50,0.0,0.0,0
